blk	cat	idx	entry_off	flag	text_off	seg_size	참조여부	cond1_ptr	cond1_raw	탑승자	cond2_ptr	cond2_raw	cond2_items	그룹키	분류	JP본문	KR본문
363	0	143	0x04A0	0x400C	0x24F8	103	참조됨	0x0C08	02 00 24 01 2a 01	멜루아	0x0C50	03 00 73 05 7a 05 81 05	['0x0573', '0x057A', '0x0581']	cat0/f0x400C/c2-0x0C50	B	‖79‖！メルア！‖7a‖・はい！　私に任せてください！\n[7d]さん！！‖7a‖！[7e]で・・・\n墜としてみせる！\nいっけぇぇぇーっ！！‖7a‖・[7d]さんと、\n一緒ならやってみせますっ！！\nこれで・・・終わってくださぁぁぁい！！‖78‖	‖79‖！멜루아！‖7a‖・네！　　저한테\n맡겨주세요！　[7d]\n씨！！‖7a‖！[7e]\n（으）로・・・　떨어뜨려주마！\n가라아아아앗！！‖7a‖・[7d]씨와\n함께라면　해보겠어요！\n이걸로　끝나주세요오！！‖78‖
363	0	144	0x04A8	0x400C	0x255F	103	참조됨	0x0C08	02 00 24 01 2a 01	멜루아	0x0C50	03 00 73 05 7a 05 81 05	['0x0573', '0x057A', '0x0581']	cat0/f0x400C/c2-0x0C50	B	‖79‖！メルア！‖7a‖・はい！　私に任せてください！\n[7d]さん！！‖7a‖！[7e]で・・・\n墜としてみせる！\nいっけぇぇぇーっ！！‖7a‖・[7d]さんと、\n一緒ならやってみせますっ！！\nこれで・・・終わってくださぁぁぁい！！‖78‖	‖79‖！멜루아！‖7a‖・네！　　저한테\n맡겨주세요！　[7d]\n씨！！‖7a‖！[7e]\n（으）로・・・　떨어뜨려주마！\n가라아아아앗！！‖7a‖・[7d]씨와\n함께라면　해보겠어요！\n이걸로　끝나주세요오！！‖78‖
363	0	145	0x04B0	0x400C	0x25C6	103	참조됨	0x0C08	02 00 24 01 2a 01	멜루아	0x0C50	03 00 73 05 7a 05 81 05	['0x0573', '0x057A', '0x0581']	cat0/f0x400C/c2-0x0C50	B	‖79‖！メルア！‖7a‖・はい！　私に任せてください！\n[7d]さん！！‖7a‖！[7e]で・・・\n墜としてみせる！\nいっけぇぇぇーっ！！‖7a‖・[7d]さんと、\n一緒ならやってみせますっ！！\nこれで・・・終わってくださぁぁぁい！！‖78‖	‖79‖！멜루아！‖7a‖・네！　　저한테\n맡겨주세요！　[7d]\n씨！！‖7a‖！[7e]\n（으）로・・・　떨어뜨려주마！\n가라아아아앗！！‖7a‖・[7d]씨와\n함께라면　해보겠어요！\n이걸로　끝나주세요오！！‖78‖
363	0	146	0x04B8	0x000C	0x262D	82	참조됨	0x0BFC	02 00 24 01 28 01	카티아	0x0C58	01 00 71 05	['0x0571']	cat0/f0x000C/c2-0x0C58	B	‖79‖！今だ、カティア！‖7a‖・了解！\nフォーメーションを展開するわ！‖7a‖！[7f]、\n発射！　行けぇぇぇーっ！！‖7a‖・お別れね！！\nこれで、墜ちてぇぇぇーっ！！‖78‖	‖79‖！지금이다，\n카티아！‖7a‖・알겠어！\n포메이션을　전개한다！‖7a‖！[7f]，\n발사！　가라아아아앗！！‖7a‖・작별이네！！\n이걸로，\n떨어져라아아앗！！‖78‖
363	0	147	0x04C0	0x000C	0x267F	81	참조됨	0x0C02	02 00 24 01 29 01	테니아	0x0C5C	01 00 72 05	['0x0572']	cat0/f0x000C/c2-0x0C5C	B	‖79‖！今だ、テニア！‖7a‖・ＯＫ！\nフォーメーションを展開するよ！‖7a‖！[7f]、\n発射！　行けぇぇぇーっ！！‖7a‖・バイバイ！！\nこいつで、とどめェェェーッ！！‖78‖	‖79‖！지금이다，\n테니아！‖7a‖・ＯＫ！\n포메이션을　전개한다！‖7a‖！[7f]，\n발사！　가라아아아앗！！‖7a‖・바이바이！！\n이걸로，\n끝장이다아아앗！！‖78‖
363	0	148	0x04C8	0x000C	0x26D0	85	참조됨	0x0C08	02 00 24 01 2a 01	멜루아	0x0C60	01 00 73 05	['0x0573']	cat0/f0x000C/c2-0x0C60	B	‖79‖！今だ、メルア！‖7a‖・了解！\nフォーメーションを展開します！‖7a‖！[7f]、\n発射！　行けぇぇぇーっ！！‖7a‖・さようなら！！\nこれで、終わってくださぁぁぁぁい！！‖78‖	‖79‖！지금이다，\n멜루아！‖7a‖・알겠어！\n포메이션을　전개합니다！‖7a‖！[7f]，\n발사！　가라아아아앗！！‖7a‖・안녕히！！\n이걸로，\n끝나주세요오오오！！‖78‖
363	0	149	0x04D0	0x000C	0x2725	76	참조됨	0x0BFC	02 00 24 01 28 01	카티아	0x0C64	01 00 78 05	['0x0578']	cat0/f0x000C/c2-0x0C64	B	‖79‖！カティア、\nマキシマムモードに移行！‖7a‖・了解！‖7a‖！[7f]、\n発動！　行けぇぇぇーっ！！‖7a‖・終わりねッ！！\nこれで、墜ちてぇぇぇーっ！！‖78‖	‖79‖！카티아，\n맥시멈　모드로　이행！‖7a‖・알겠습니다！‖7a‖！[7f]，\n발동！　가라아아아앗！！‖7a‖・끝이네！！\n이걸로，\n떨어져라아아앗！！‖78‖
363	0	150	0x04D8	0x000C	0x2771	74	참조됨	0x0C02	02 00 24 01 29 01	테니아	0x0C68	01 00 79 05	['0x0579']	cat0/f0x000C/c2-0x0C68	B	‖79‖！テニア、\nマキシマムモードに移行！‖7a‖・ＯＫ！‖7a‖！[7f]、\n発動！　行けぇぇぇーっ！！‖7a‖・ラストォ！！\nこいつで、とどめェェェーッ！！‖78‖	‖79‖！테니아，\n맥시멈　모드로　이행！‖7a‖・ＯＫ！‖7a‖！[7f]，\n발동！　가라아아아앗！！‖7a‖・라스트！！\n이걸로，\n끝장이다아아앗！！‖78‖
363	0	151	0x04E0	0x000C	0x27BB	83	참조됨	0x0C08	02 00 24 01 2a 01	멜루아	0x0C6C	01 00 7a 05	['0x057A']	cat0/f0x000C/c2-0x0C6C	B	‖79‖！メルア、\nマキシマムモードに移行！‖7a‖・了解しました！‖7a‖！[7f]、\n発動！　行けぇぇぇーっ！！‖7a‖・最後です！！\nこれで、終わってくださぁぁぁぁい！！‖78‖	‖79‖！멜루아，\n맥시멈　모드로　이행！‖7a‖・알겠습니다！‖7a‖！[7f]，\n발동！　가라아아아앗！！‖7a‖・마지막이에요！\n！　이걸로，\n끝나주세요오오오！！‖78‖
363	0	152	0x04E8	0x000C	0x280E	78	참조됨	0x0BFC	02 00 24 01 28 01	카티아	0x0C70	01 00 7f 05	['0x057F']	cat0/f0x000C/c2-0x0C70	B	‖79‖！カティア、いくぞっ！‖7a‖・了解！\nシーカー作動、標的ロック！‖7a‖！[7f]！\n行くぞぉおおおっ！！‖7a‖・いくわよッ！！\nこれで、墜ちてぇぇぇーっ！！‖78‖	‖79‖！카티아，\n간다！‖7a‖・알겠어！　시커\n작동，　표적　록！‖7a‖！[7f]！\n간다아아아앗！！‖7a‖・간다！！\n이걸로，\n떨어져라아아앗！！‖78‖
363	0	153	0x04F0	0x000C	0x285C	79	참조됨	0x0C02	02 00 24 01 29 01	테니아	0x0C74	01 00 80 05	['0x0580']	cat0/f0x000C/c2-0x0C74	B	‖79‖！テニア、いくぞっ！‖7a‖・ＯＫ！\nシーカー作動、標的ロック！‖7a‖！[7f]！\n行くぞぉおおおっ！！‖7a‖・いっくよォー！！\nこいつで、とどめェェェーッ！！‖78‖	‖79‖！테니아，\n간다！‖7a‖・ＯＫ！　시커\n작동，　표적　록！‖7a‖！[7f]！\n간다아아아앗！！‖7a‖・간다아！！\n이걸로，\n끝장이다아아앗！！‖78‖
363	0	154	0x04F8	0x000C	0x28AB	82	참조됨	0x0C08	02 00 24 01 2a 01	멜루아	0x0C78	01 00 81 05	['0x0581']	cat0/f0x000C/c2-0x0C78	B	‖79‖！メルア、いくぞっ！‖7a‖・了解です！\nシーカー作動、標的ロック！‖7a‖！[7f]！\n行くぞぉおおおっ！！‖7a‖・いきます！！\nこれで、終わってくださぁぁぁぁい！！‖78‖	‖79‖！멜루아，\n간다！‖7a‖・알겠어요！\n시커　작동，　표적　록！‖7a‖！[7f]！\n간다아아아앗！！‖7a‖・갑니다！！\n이걸로，\n끝나주세요오오오！！‖78‖
363	0	155	0x0500	0x1020	0x28FD	55	참조됨	0x0BFC	02 00 24 01 28 01	카티아	0x0C7C	01 00 2b 01	['0x012B']	cat0/f0x1020/c2-0x0C7C	A	！くそっ、\n何なんだあんたらは！\n俺が一体何だって言うんだ！？‖7c‖・[7d]！\n落ち着いて、周りを見て！‖78‖	！젠장，　뭐냐\n너희들은！　내가　대체　뭐가\n어쨌다는　거냐！？‖7c‖・[7d]！\n침착하게，　주위를　봐！‖78‖
363	0	156	0x0508	0x1020	0x2934	56	참조됨	0x0C02	02 00 24 01 29 01	테니아	0x0C7C	01 00 2b 01	['0x012B']	cat0/f0x1020/c2-0x0C7C	A	！くそっ、\n何なんだあんたらは！\n俺が一体何だって言うんだ！？‖7c‖・[7d]！\n落ち着いて、周りを見なよ！‖78‖	！젠장，　뭐냐\n너희들은！　내가　대체　뭐가\n어쨌다는　거냐！？‖7c‖・[7d]！\n침착하게，　주위를　봐！‖78‖
363	0	157	0x0510	0x1020	0x296C	61	참조됨	0x0C08	02 00 24 01 2a 01	멜루아	0x0C7C	01 00 2b 01	['0x012B']	cat0/f0x1020/c2-0x0C7C	A	！くそっ、\n何なんだあんたらは！\n俺が一体何だって言うんだ！？‖7c‖・[7d]さん！\n落ち着いて、周りを見てください！‖78‖	！젠장，　뭐냐\n너희들은！　내가　대체　뭐가\n어쨌다는　거냐！？‖7c‖・[7d]\n씨！　침착하게，　주위를\n봐주세요！‖78‖
363	0	158	0x0518	0x1020	0x29A9	32	참조됨	0x0BFC	02 00 24 01 28 01	카티아	0x0C7C	01 00 2b 01	['0x012B']	cat0/f0x1020/c2-0x0C7C	A	！ちくしょう・・・\nわけのわかんない事ばっかりだ！‖7c‖・[7d]！‖78‖	！젠장・・・　영문\n모를　일투성이다！‖7c‖・[7d]！‖78‖
363	0	159	0x0520	0x1020	0x29C9	32	참조됨	0x0C02	02 00 24 01 29 01	테니아	0x0C7C	01 00 2b 01	['0x012B']	cat0/f0x1020/c2-0x0C7C	A	！ちくしょう・・・\nわけのわかんない事ばっかりだ！‖7c‖・[7d]！‖78‖	！젠장・・・　영문\n모를　일투성이다！‖7c‖・[7d]！‖78‖
363	0	160	0x0528	0x1020	0x29E9	34	참조됨	0x0C08	02 00 24 01 2a 01	멜루아	0x0C7C	01 00 2b 01	['0x012B']	cat0/f0x1020/c2-0x0C7C	A	！ちくしょう・・・\nわけのわかんない事ばっかりだ！‖7c‖・[7d]さん！‖78‖	！젠장・・・　영문\n모를　일투성이다！‖7c‖・[7d]\n씨！‖78‖
363	0	161	0x0530	0x1020	0x2A0B	32	참조됨	0x0BFC	02 00 24 01 28 01	카티아	0x0C7C	01 00 2b 01	['0x012B']	cat0/f0x1020/c2-0x0C7C	A	！言えよ！\n[7e]の\n何を知っている！？‖7c‖・[7d]、集中して！‖78‖	！말해라！\n[7e]의　무엇을　알고\n있나！？‖7c‖・[7d]，\n집중해！‖78‖
363	0	162	0x0538	0x1020	0x2A2B	30	참조됨	0x0C02	02 00 24 01 29 01	테니아	0x0C7C	01 00 2b 01	['0x012B']	cat0/f0x1020/c2-0x0C7C	A	！言えよ！\n[7e]の\n何を知っている！？‖7c‖・[7d]、集中！‖78‖	！말해라！\n[7e]의　무엇을　알고\n있나！？‖7c‖・[7d]，\n집중！‖78‖
363	0	163	0x0540	0x1020	0x2A49	39	참조됨	0x0C08	02 00 24 01 2a 01	멜루아	0x0C7C	01 00 2b 01	['0x012B']	cat0/f0x1020/c2-0x0C7C	A	！言えよ！\n[7e]の\n何を知っている！？‖7c‖・[7d]さん、\n集中してください！‖78‖	！말해라！\n[7e]의　무엇을　알고\n있나！？‖7c‖・[7d]\n씨，　집중해　주세요！‖78‖
363	0	164	0x0548	0x2020	0x2A70	35	참조됨	0x0BFC	02 00 24 01 28 01	카티아	0x0C80	01 00 2b 01	['0x012B']	cat0/f0x2020/c2-0x0C80	A	！アル＝ヴァン、勝負だ！‖7c‖・正面から！？\n[7d]無茶よ！‖78‖	！알＝반，\n승부다！‖7c‖・정면에서！？\n[7d]　무모해！‖78‖
363	0	165	0x0550	0x2020	0x2A93	37	참조됨	0x0C02	02 00 24 01 29 01	테니아	0x0C80	01 00 2b 01	['0x012B']	cat0/f0x2020/c2-0x0C80	A	！アル＝ヴァン、勝負だ！‖7c‖・正面から！？\n[7d]、無茶だよ！‖78‖	！알＝반，\n승부다！‖7c‖・정면에서！？\n[7d]，　무모해！‖78‖
363	0	166	0x0558	0x2020	0x2AB8	39	참조됨	0x0C08	02 00 24 01 2a 01	멜루아	0x0C80	01 00 2b 01	['0x012B']	cat0/f0x2020/c2-0x0C80	A	！アル＝ヴァン、勝負だ！‖7c‖・正面から！？\n[7d]さん、無茶です！‖78‖	！알＝반，\n승부다！‖7c‖・정면에서！？\n[7d]　씨，\n무모해요！‖78‖
363	0	167	0x0560	0x2020	0x2ADF	34	참조됨	0x0BFC	02 00 24 01 28 01	카티아	0x0C80	01 00 2b 01	['0x012B']	cat0/f0x2020/c2-0x0C80	A	・[7d]！‖7c‖！心配するなカティア、\n今日は決着を付ける！‖78‖	・[7d]！‖7c‖！걱정　마\n카티아，　오늘은　결판을\n낸다！‖78‖
363	0	168	0x0568	0x2020	0x2B01	34	참조됨	0x0C02	02 00 24 01 29 01	테니아	0x0C80	01 00 2b 01	['0x012B']	cat0/f0x2020/c2-0x0C80	A	・[7d]！‖7c‖！心配するなテニア、\n今日は決着を付ける！‖78‖	・[7d]！‖7c‖！걱정　마\n테니아，　오늘은　결판을\n낸다！‖78‖
363	0	169	0x0570	0x2020	0x2B23	35	참조됨	0x0C08	02 00 24 01 2a 01	멜루아	0x0C80	01 00 2b 01	['0x012B']	cat0/f0x2020/c2-0x0C80	A	・[7d]さん！‖7c‖！心配するなメルア、\n今日は決着を付ける！‖78‖	・[7d]\n씨！‖7c‖！걱정　마\n멜루아，　오늘은　결판을\n낸다！‖78‖
363	0	170	0x0578	0x2020	0x2B46	36	참조됨	0x0BFC	02 00 24 01 28 01	카티아	0x0C80	01 00 2b 01	['0x012B']	cat0/f0x2020/c2-0x0C80	A	！行くぞアル＝ヴァン！\nカティア、奴の足を止めろ！‖7c‖・ええ！‖78‖	！간다　알＝반！\n카티아，　저놈의　발을\n묶어라！‖7c‖・응！‖78‖
363	0	171	0x0580	0x2020	0x2B6A	36	참조됨	0x0C02	02 00 24 01 29 01	테니아	0x0C80	01 00 2b 01	['0x012B']	cat0/f0x2020/c2-0x0C80	A	！行くぞアル＝ヴァン！\nテニア、奴の足を止めろ！‖7c‖・うん！‖78‖	！간다　알＝반！\n테니아，　저놈의　발을\n묶어라！‖7c‖・응！‖78‖
363	0	172	0x0588	0x2020	0x2B8E	35	참조됨	0x0C08	02 00 24 01 2a 01	멜루아	0x0C80	01 00 2b 01	['0x012B']	cat0/f0x2020/c2-0x0C80	A	！行くぞアル＝ヴァン！\nメルア、奴の足を止めろ！‖7c‖・はい！‖78‖	！간다　알＝반！\n멜루아，　저놈의　발을\n묶어라！‖7c‖・네！‖78‖
363	0	174	0x0598	0x1020	0x2BD3	34	참조됨	0x0BFC	02 00 24 01 28 01	카티아	0x0C84	02 00 2c 01 2d 01	['0x012C', '0x012D']	cat0/f0x1020/c2-0x0C84	A	！やってやるよ！\n何も分からないまま、やられてたまるか！‖7c‖・[7d]！‖78‖	！해주마！\n아무것도　모른　채，　당할\n줄　아냐！‖7c‖・[7d]！‖78‖
363	0	175	0x05A0	0x1020	0x2BF5	34	참조됨	0x0C02	02 00 24 01 29 01	테니아	0x0C84	02 00 2c 01 2d 01	['0x012C', '0x012D']	cat0/f0x1020/c2-0x0C84	A	！やってやるよ！\n何も分からないまま、やられてたまるか！‖7c‖・[7d]！‖78‖	！해주마！\n아무것도　모른　채，　당할\n줄　아냐！‖7c‖・[7d]！‖78‖
363	0	176	0x05A8	0x1020	0x2C17	36	참조됨	0x0C08	02 00 24 01 2a 01	멜루아	0x0C84	02 00 2c 01 2d 01	['0x012C', '0x012D']	cat0/f0x1020/c2-0x0C84	A	！やってやるよ！\n何も分からないまま、やられてたまるか！‖7c‖・[7d]さん！‖78‖	！해주마！\n아무것도　모른　채，　당할\n줄　아냐！‖7c‖・[7d]\n씨！‖78‖
363	0	177	0x05B0	0x1020	0x2C3B	28	참조됨	0x0BFC	02 00 24 01 28 01	카티아	0x0C84	02 00 2c 01 2d 01	['0x012C', '0x012D']	cat0/f0x1020/c2-0x0C84	A	！[7e]を\n狙うって言うなら！‖7c‖・[7d]、気を付けて！‖78‖	！[7e]을（\n를　）　노린다고　한다면！‖7c‖・[7d]，\n조심해！‖78‖
363	0	178	0x05B8	0x1020	0x2C57	29	참조됨	0x0C02	02 00 24 01 29 01	테니아	0x0C84	02 00 2c 01 2d 01	['0x012C', '0x012D']	cat0/f0x1020/c2-0x0C84	A	！[7e]を\n狙うって言うなら！‖7c‖・[7d]、気を付けてよ！‖78‖	！[7e]을（\n를　）　노린다고　한다면！‖7c‖・[7d]，\n조심해！‖78‖
363	0	179	0x05C0	0x1020	0x2C74	35	참조됨	0x0C08	02 00 24 01 2a 01	멜루아	0x0C84	02 00 2c 01 2d 01	['0x012C', '0x012D']	cat0/f0x1020/c2-0x0C84	A	！[7e]を\n狙うって言うなら！‖7c‖・[7d]さん、\n気を付けてください！‖78‖	！[7e]을（\n를　）　노린다고　한다면！‖7c‖・[7d]\n씨，　조심해　주세요！‖78‖
363	0	183	0x05E0	0x2020	0x2CE8	30	참조됨	0x0BFC	02 00 24 01 28 01	카티아	0x0C8A	02 00 2c 01 2d 01	['0x012C', '0x012D']	cat0/f0x2020/c2-0x0C8A	A	！くそっ、甘く見るな！‖7c‖・行けるわ[7d]、\n落ち着いて！‖78‖	！젠장，　얕보지\n마라！‖7c‖・할　수　있어\n[7d]，　침착하게！‖78‖
363	0	184	0x05E8	0x2020	0x2D06	31	참조됨	0x0C02	02 00 24 01 29 01	테니아	0x0C8A	02 00 2c 01 2d 01	['0x012C', '0x012D']	cat0/f0x2020/c2-0x0C8A	A	！くそっ、甘く見るな！‖7c‖・行けるよ[7d]、\n落ち着きなよ！‖78‖	！젠장，　얕보지\n마라！‖7c‖・할　수　있어\n[7d]，　침착해！‖78‖
363	0	185	0x05F0	0x2020	0x2D25	36	참조됨	0x0C08	02 00 24 01 2a 01	멜루아	0x0C8A	02 00 2c 01 2d 01	['0x012C', '0x012D']	cat0/f0x2020/c2-0x0C8A	A	！くそっ、甘く見るな！‖7c‖・行けるわ[7d]さん、\n落ち着いてください！‖78‖	！젠장，　얕보지\n마라！‖7c‖・할　수　있어요\n[7d]　씨，\n침착하게！‖78‖
363	0	186	0x05F8	0x2020	0x2D49	35	참조됨	0x0BFC	02 00 24 01 28 01	카티아	0x0C8A	02 00 2c 01 2d 01	['0x012C', '0x012D']	cat0/f0x2020/c2-0x0C8A	A	！前みたいには\nやらせないぞ！　そこだっ！‖7c‖・ターゲット確認！‖78‖	！전처럼은　안\n되게　한다！　　거기다！‖7c‖・타겟　확인！‖78‖
363	0	187	0x0600	0x2020	0x2D6C	38	참조됨	0x0C02	02 00 24 01 29 01	테니아	0x0C8A	02 00 2c 01 2d 01	['0x012C', '0x012D']	cat0/f0x2020/c2-0x0C8A	A	！前みたいには\nやらせないぞ！　そこだっ！‖7c‖・ターゲット確認したよ！‖78‖	！전처럼은　안\n되게　한다！　　거기다！‖7c‖・타겟\n확인했어！‖78‖
363	0	188	0x0608	0x2020	0x2D92	39	참조됨	0x0C08	02 00 24 01 2a 01	멜루아	0x0C8A	02 00 2c 01 2d 01	['0x012C', '0x012D']	cat0/f0x2020/c2-0x0C8A	A	！前みたいには\nやらせないぞ！　そこだっ！‖7c‖・ターゲット確認しました！‖78‖	！전처럼은　안\n되게　한다！　　거기다！‖7c‖・타겟\n확인했어요！‖78‖
363	0	190	0x0618	0x0020	0x2DCF	41	참조됨	0x0BFC	02 00 24 01 28 01	카티아	0x0C90	01 00 2d 01	['0x012D']	cat0/f0x0020/c2-0x0C90	A	！貴様の思い上がり・・・\n叩き直してやる！\nカティア、行くぞ！‖7c‖・ええ！‖78‖	！네놈의　자만・・・\n뜯어고쳐주마！　카티아，\n간다！‖7c‖・응！‖78‖
363	0	191	0x0620	0x0020	0x2DF8	41	참조됨	0x0C02	02 00 24 01 29 01	테니아	0x0C90	01 00 2d 01	['0x012D']	cat0/f0x0020/c2-0x0C90	A	！貴様の思い上がり・・・\n叩き直してやる！\nテニア、行くぞ！‖7c‖・うん！‖78‖	！네놈의　자만・・・\n뜯어고쳐주마！　테니아，\n간다！‖7c‖・응！‖78‖
363	0	192	0x0628	0x0020	0x2E21	40	참조됨	0x0C08	02 00 24 01 2a 01	멜루아	0x0C90	01 00 2d 01	['0x012D']	cat0/f0x0020/c2-0x0C90	A	！貴様の思い上がり・・・\n叩き直してやる！\nメルア、行くぞ！‖7c‖・はい！‖78‖	！네놈의　자만・・・\n뜯어고쳐주마！　멜루아，\n간다！‖7c‖・네！‖78‖
363	0	193	0x0630	0x0020	0x2E49	33	참조됨	0x0BFC	02 00 24 01 28 01	카티아	0x0C90	01 00 2d 01	['0x012D']	cat0/f0x0020/c2-0x0C90	A	・[7d]、目標捕捉！\n今よ！‖7c‖！墜ちろっ、ジュア＝ム！‖78‖	・[7d]，\n목표　포착！　지금이야！‖7c‖！떨어져라，\n쥬아＝무！‖78‖
363	0	194	0x0638	0x0020	0x2E6A	33	참조됨	0x0C02	02 00 24 01 29 01	테니아	0x0C90	01 00 2d 01	['0x012D']	cat0/f0x0020/c2-0x0C90	A	・[7d]、目標捕捉！\n今だ！‖7c‖！墜ちろっ、ジュア＝ム！‖78‖	・[7d]，\n목표　포착！　지금이다！‖7c‖！떨어져라，\n쥬아＝무！‖78‖
363	0	195	0x0640	0x0020	0x2E8B	36	참조됨	0x0C08	02 00 24 01 2a 01	멜루아	0x0C90	01 00 2d 01	['0x012D']	cat0/f0x0020/c2-0x0C90	A	・[7d]さん、目標捕捉！\n今です！‖7c‖！墜ちろっ、ジュア＝ム！‖78‖	・[7d]\n씨，　목표　포착！\n지금이에요！‖7c‖！떨어져라，\n쥬아＝무！‖78‖
363	0	196	0x0648	0x0020	0x2EAF	25	참조됨	0x0BFC	02 00 24 01 28 01	카티아	0x0C90	01 00 2d 01	['0x012D']	cat0/f0x0020/c2-0x0C90	A	！そこだ、ジュア＝ム！‖7c‖・ターゲット確認！‖78‖	！거기다，\n쥬아＝무！‖7c‖・타겟　확인！‖78‖
363	0	197	0x0650	0x0020	0x2EC8	28	참조됨	0x0C02	02 00 24 01 29 01	테니아	0x0C90	01 00 2d 01	['0x012D']	cat0/f0x0020/c2-0x0C90	A	！そこだ、ジュア＝ム！‖7c‖・ターゲット確認したよ！‖78‖	！거기다，\n쥬아＝무！‖7c‖・타겟\n확인했어！‖78‖
363	0	198	0x0658	0x0020	0x2EE4	29	참조됨	0x0C08	02 00 24 01 2a 01	멜루아	0x0C90	01 00 2d 01	['0x012D']	cat0/f0x0020/c2-0x0C90	A	！そこだ、ジュア＝ム！‖7c‖・ターゲット確認しました！‖78‖	！거기다，\n쥬아＝무！‖7c‖・타겟\n확인했어요！‖78‖
363	0	199	0x0660	0x0020	0x2F01	37	참조됨	0x0BFC	02 00 24 01 28 01	카티아	0x0C90	01 00 2d 01	['0x012D']	cat0/f0x0020/c2-0x0C90	A	！やらせるか、ジュア＝ム！\nカティア、奴を逃がすな！‖7c‖・了解！‖78‖	！그렇게　둘　줄\n아냐，　쥬아＝무！　카티아，\n저놈을　놓치지　마라！‖7c‖・알겠습니다！‖78‖
363	0	200	0x0668	0x0020	0x2F26	37	참조됨	0x0C02	02 00 24 01 29 01	테니아	0x0C90	01 00 2d 01	['0x012D']	cat0/f0x0020/c2-0x0C90	A	！やらせるか、ジュア＝ム！\nテニア、奴を逃がすな！‖7c‖・ＯＫ！‖78‖	！그렇게　둘　줄\n아냐，　쥬아＝무！　테니아，\n저놈을　놓치지　마라！‖7c‖・ＯＫ！‖78‖
363	0	201	0x0670	0x0020	0x2F4B	40	참조됨	0x0C08	02 00 24 01 2a 01	멜루아	0x0C90	01 00 2d 01	['0x012D']	cat0/f0x0020/c2-0x0C90	A	！やらせるか、ジュア＝ム！\nメルア、奴を逃がすな！‖7c‖・了解しました！‖78‖	！그렇게　둘　줄\n아냐，　쥬아＝무！　멜루아，\n저놈을　놓치지　마라！‖7c‖・알겠습니다！‖78‖
363	0	203	0x0680	0x0020	0x2F8D	34	참조됨	0x0BFC	02 00 24 01 28 01	카티아	0x0C94	01 00 2f 01	['0x012F']	cat0/f0x0020/c2-0x0C94	A	！[7e]で\n決める！　カティア、いいな！？‖7c‖・ええ、いつでもいいわ！‖78‖	！[7e]로\n결판낸다！　　카티아，\n됐지！？‖7c‖・응，　언제든\n좋아！‖78‖
363	0	204	0x0688	0x0020	0x2FAF	34	참조됨	0x0C02	02 00 24 01 29 01	테니아	0x0C94	01 00 2f 01	['0x012F']	cat0/f0x0020/c2-0x0C94	A	！[7e]で\n決める！　テニア、いいな！？‖7c‖・うん、いつでもいいよ！‖78‖	！[7e]로\n결판낸다！　　테니아，\n됐지！？‖7c‖・응，　언제든\n좋아！‖78‖
363	0	205	0x0690	0x0020	0x2FD1	34	참조됨	0x0C08	02 00 24 01 2a 01	멜루아	0x0C94	01 00 2f 01	['0x012F']	cat0/f0x0020/c2-0x0C94	A	！[7e]で\n決める！　メルア、いいな！？‖7c‖・はい、いつでもいいです！‖78‖	！[7e]로\n결판낸다！　　멜루아，\n됐지！？‖7c‖・네，　언제든\n좋아요！‖78‖
363	0	206	0x0698	0x0020	0x2FF3	23	참조됨	0x0BFC	02 00 24 01 28 01	카티아	0x0C94	01 00 2f 01	['0x012F']	cat0/f0x0020/c2-0x0C94	A	！こいつさえ仕留めれば！‖7c‖・行くわ、[7d]！‖78‖	！이놈만\n처치하면！‖7c‖・간다，\n[7d]！‖78‖
363	0	207	0x06A0	0x0020	0x300A	23	참조됨	0x0C02	02 00 24 01 29 01	테니아	0x0C94	01 00 2f 01	['0x012F']	cat0/f0x0020/c2-0x0C94	A	！こいつさえ仕留めれば！‖7c‖・行くよ、[7d]！‖78‖	！이놈만\n처치하면！‖7c‖・간다，\n[7d]！‖78‖
363	0	208	0x06A8	0x0020	0x3021	26	참조됨	0x0C08	02 00 24 01 2a 01	멜루아	0x0C94	01 00 2f 01	['0x012F']	cat0/f0x0020/c2-0x0C94	A	！こいつさえ仕留めれば！‖7c‖・行きます、[7d]さん！‖78‖	！이놈만\n처치하면！‖7c‖・갑니다，\n[7d]　씨！‖78‖
363	0	210	0x06B8	0x0020	0x3052	57	참조됨	0x0BFC	02 00 24 01 28 01	카티아	0x0C98	01 00 2e 01	['0x012E']	cat0/f0x0020/c2-0x0C98	A	！あんたが狙ってるのは\n俺だろ！　ならこっちから行ってやる！‖7c‖・気を付けて、[7d]！\n敵の射撃は正確よ！‖78‖	！당신이　노리는\n건　나잖아！　그럼　이쪽에서\n가주마！‖7c‖・조심해，\n[7d]！　적의　사격은\n정확해！‖78‖
363	0	211	0x06C0	0x0020	0x308B	58	참조됨	0x0C02	02 00 24 01 29 01	테니아	0x0C98	01 00 2e 01	['0x012E']	cat0/f0x0020/c2-0x0C98	A	！あんたが狙ってるのは\n俺だろ！　ならこっちから行ってやる！‖7c‖・気を付けて、[7d]！\n敵の射撃、正確だよ！‖78‖	！당신이　노리는\n건　나잖아！　그럼　이쪽에서\n가주마！‖7c‖・조심해，\n[7d]！　적의　사격，\n정확해！‖78‖
